ANIMAL	SOCNEST	GENNEST	YEAR	UNIT	EXP	SOCMOM	SOCDAD	GENMOM	GENDAD	SWAP	HATCH	BROODBAND	BDATE	AGEBAND	TIMEDAY	BASELATENCY	BASECORT	STRESSLATENCY	STRESSCORT	SLOPE	HEADBILL	FLATWING	MASS	SBMI	SEX	WPO	FATE															
263114445	61526	61593	2015	6	NA	240150093	263114120	263114119	259122308	2	153	6	165	12	12.500	110	9.11	NA	12.14	3.02	24.5	57	22	18.71764567	NA	2	NA															
263114446	61526	61526	2015	6	NA	240150093	263114120	240150093	239160704	1	153	6	165	12	12.500	140	4.72	NA	35.05	30.33	23.8	49.5	18	17.63730469	NA	2	NA															
263114447	61526	61593	2015	6	NA	240150093	263114120	263114119	259122308	2	153	6	165	12	12.500	28	12.99	NA	37.96	24.97	21.25	58	24.2	20.23406709	NA	2	NA															
263114448	61526	61593	2015	6	NA	240150093	263114120	263114119	259122308	2	153	6	165	12	12.500	178	6.04	NA	45.52	39.47	25.1	45	23	24.79258391	NA	2	NA															
263114449	61526	61526	2015	6	NA	240150093	263114120	240150093	239160704	1	153	6	165	12	12.500	36	0.61	NA	47.39	46.78	22.6	56	18	15.58818647	NA	2	NA															
263114450	61526	61526	2015	6	NA	240150093	263114120	240150093	263113815	1	153	6	165	12	12.500	50	2.30	NA	45.96	43.66	23.1	48	19	19.1995342	NA	2	NA															
88004717	61528	615126	2015	6	2	263114415	263113815	260114209	263114177	2	158	4	170	12	14.617	29	0.61	NA	43.12	42.51	24.4	61.5	23	18.13522652	NA	1	1															
88004718	61528	615126	2015	6	2	263114415	263113815	260114209	263114177	2	158	4	170	12	14.617	92	4.24	NA	36.03	31.79	25	61	25.5	20.27141988	NA	1	1															
88004719	61528	615126	2015	6	2	263114415	263113815	260114209	263114177	2	158	4	170	12	14.617	98	0.81	NA	31.15	30.34	24.6	59	24	19.72638884	NA	1	1															
88004720	61528	61528	2015	6	2	263114415	263113815	263114415	263113815	1	158	4	170	12	14.617	29	6.98	NA	25.57	18.58	25.2	58	24.5	20.48490263	NA	1	1															
263114476	61530	NA	2015	6	2	263113811	263113823	NA	NA	2	155	3	167	12	15.017	43	2.90	NA	22.11	19.20	25.2	60	21.75	17.57879259	NA	NA	NA															
263114477	61530	61530	2015	6	2	263113811	263113823	263113811	263113823	1	155	3	167	12	15.017	35	0.61	NA	32.45	31.84	23.6	46	20.75	21.88049564	NA	1	1															
263114478	61530	61530	2015	6	2	263113811	263113823	263113811	263113823	1	155	3	167	12	15.017	24	1.15	NA	8.25	7.10	25.3	56	24	20.78424863	NA	1	1															
263114492	61543	61520	2015	6	2	240150080	259122676	263114413	263114120	2	158	6	170	12	13.000	43	0.97	NA	40.31	39.33	25.1	58.5	21.75	18.02998916	NA	2	1															
263114493	61543	61520	2015	6	2	240150080	259122676	263114413	263114411	2	158	6	170	12	13.000	90	1.36	NA	22.98	21.62	24.6	60	20.5	16.56851716	NA	1	1															
263114494	61543	61520	2015	6	2	240150080	259122676	263114413	263114120	2	158	6	170	12	13.000	33	3.79	NA	30.79	27.00	23.7	56	21.5	18.61922273	NA	2	1															
263114495	61543	61543	2015	6	1	240150080	259122676	240150080	259122676	1	158	6	170	12	13.000	93	5.07	NA	39.71	34.64	25.2	61	19.25	15.30293462	NA	1	1															
263114496	61543	61543	2015	6	1	240150080	259122676	240150080	259122676	1	158	6	170	12	13.000	140	3.75	NA	25.00	21.26	25.2	61	22.5	17.88654695	NA	1	1															
263114497	61543	61543	2015	6	1	240150080	259122676	240150080	239160674	1	158	6	170	12	13.000	139	7.35	NA	44.44	37.09	25	53.5	24	21.75647277	NA	2	1															
232146901	61548	61548	2015	6	1	239160801	263113821	239160801	160120284	1	158	4	170	12	12.967	100	8.95	NA	40.96	32.01	25	52	21.25	19.81978862	NA	2	1															
232146902	61548	61516	2015	6	2	239160801	263113821	240150055	263113822	2	158	4	170	12	12.967	60	10.30	NA	24.92	14.62	26.4	52	22.5	20.98565854	NA	1	1															
232146903	61548	61516	2015	6	2	239160801	263113821	240150055	263113822	2	158	4	170	12	12.967	60	3.24	NA	36.15	32.92	24.8	56	22.75	19.70173568	NA	1	1															
232146904	61548	61548	2015	6	1	239160801	263113821	239160801	NA	1	158	4	170	12	12.967	130	5.81	NA	22.33	16.53	25.7	48	22.75	22.98891595	NA	2	1															
263114471	61554	61525	2015	6	2	263114405	240150056	263114407	240150061	2	155	5	167	12	NA	25	4.07	NA	4.42	0.35	22	41	21.25	25.14329192	NA	1	1															
263114472	61554	61525	2015	6	2	263114405	240150056	263114407	240150061	2	155	5	167	12	NA	105	4.95	NA	50.63	45.68	24.8	50	23	22.3109653	NA	1	1															
263114473	61554	61525	2015	6	2	263114405	240150056	263114407	240150061	2	155	5	167	12	NA	26	6.34	NA	21.58	15.24	22.8	42	19.5	22.52277372	NA	1	1															
263114474	61554	61554	2015	6	1	263114405	240150056	263114405	240150056	1	155	5	167	12	NA	70	8.69	NA	36.01	27.32	25.3	49	21.25	21.03449997	NA	1	1															
263114475	61554	61554	2015	6	1	263114405	240150056	263114405	240150056	1	155	5	167	12	NA	106	4.29	NA	32.47	28.18	23.8	42	22	25.41030881	NA	1	1															
263113890	61587	NA	2015	6	NA	240150077	263113816	NA	NA	2	157	6	169	12	12.900	118	3.98	NA	42.63	38.65	26.2	54	21.75	19.53405801	NA	NA	NA															
263113891	61587	61587	2015	6	1	240150077	263113816	240150077	263113816	1	157	6	169	12	12.900	28	2.30	NA	84.80	82.50	23.7	47	20.75	21.41449079	NA	1	2															
263113892	61587	NA	2015	6	NA	240150077	263113816	NA	NA	2	157	6	169	12	12.900	60	3.74	NA	50.67	46.94	26.2	55	21.25	18.73765402	NA	NA	NA															
263113893	61587	NA	2015	6	NA	240150077	263113816	NA	NA	2	157	6	169	12	12.900	70	8.81	NA	87.48	78.67	26	53	21.25	19.44545846	NA	NA	NA															
263113894	61587	61587	2015	6	1	240150077	263113816	240150077	263113816	1	157	6	169	12	12.900	28	6.47	NA	85.85	79.37	26.8	53	24.5	22.41946975	NA	1	1															
263113895	61587	61587	2015	6	1	240150077	263113816	240150077	263113816	1	157	6	169	12	12.900	84	11.35	NA	69.76	58.41	25.2	45	19.5	21.01979941	NA	1	2															
263113837	61593	61593	2015	6	NA	263114119	240151835	263114119	259122308	1	153	6	165	12	13.367	110	19.07	NA	33.99	14.92	25.1	53	22.5	20.58930895	NA	2	NA															
263113838	61593	61526	2015	6	NA	263114119	240151835	240150093	263114120	2	153	6	165	12	13.367	55	0.93	NA	15.12	14.18	23.75	42	18.75	21.65651319	NA	1	NA															
263113839	61593	61593	2015	6	NA	263114119	240151835	263114119	240151835	1	153	6	165	12	13.367	89	1.07	NA	27.40	26.32	25.6	48	22.5	22.7362905	NA	1	NA															
263113840	61593	61526	2015	6	NA	263114119	240151835	240150093	NA	2	153	6	165	12	13.367	46	0.73	NA	8.14	7.42	25.1	43.5	20.25	22.58172022	NA	2	NA															
263113841	61593	NA	2015	6	NA	263114119	240151835	NA	NA	2	153	6	165	12	13.367	65	0.61	NA	14.07	13.46	23.8	40.5	21	25.15455748	NA	NA	NA															
263113842	61593	61526	2015	6	NA	263114119	240151835	240150093	NA	2	153	6	165	12	13.367	130	5.50	NA	24.91	19.41	23.1	43.5	20.75	23.13929356	NA	2	NA															
232146912	61595	6155	2015	6	2	240150054	263113817	263114442	263113852	2	158	5	170	12	14.717	62	16.58	NA	17.73	1.15	26.8	59	22	18.08252311	NA	1	1															
232146913	61595	6155	2015	6	2	240150054	263113817	263114442	263113852	2	158	5	170	12	14.717	144	4.44	NA	10.59	6.15	27	62	22.25	17.40223622	NA	1	1															
232146914	61595	6155	2015	6	2	240150054	263113817	263114442	263113852	2	158	5	170	12	14.717	146	1.60	NA	9.41	7.81	26.6	56	23	19.91823827	NA	1	1															
232146915	61595	61595	2015	6	1	240150054	263113817	240150054	240150056	1	158	5	170	12	14.717	84	9.81	NA	55.73	45.93	26.3	52	21.75	20.28613659	NA	2	1															
232146916	61595	61595	2015	6	1	240150054	263113817	240150054	263113817	1	158	5	170	12	14.717	143	0.61	NA	47.19	46.58	26.6	56	23.25	20.13474086	NA	1	1															
232146906	61598	NA	2015	6	NA	240150068	263114178	NA	NA	2	158	6	170	12	13.950	271	NA	NA	5.84	NA	25.7	51	18	17.11804736	NA	NA	NA															
232146907	61598	NA	2015	6	NA	240150068	263114178	NA	NA	2	158	6	170	12	13.950	214	NA	NA	45.66	NA	25.8	46	18.5	19.50791178	NA	NA	NA															
232146908	61598	61598	2015	6	1	240150068	263114178	240150068	NA	1	158	6	170	12	13.950	142	10.25	NA	46.69	36.44	25.8	52	24.75	23.08422439	NA	2	1															
232146909	61598	61598	2015	6	1	240150068	263114178	240150068	NA	1	158	6	170	12	13.950	170	14.03	NA	47.38	33.35	25	47	18.5	19.09243757	NA	2	1															
232146910	61598	NA	2015	6	NA	240150068	263114178	NA	NA	2	158	6	170	12	13.950	112	3.99	NA	63.05	59.07	26.2	53	21.75	19.90299866	NA	NA	NA															
232146911	61598	NA	2015	6	NA	240150068	263114178	NA	NA	2	158	6	170	12	13.950	63	6.32	NA	59.82	53.50	25.2	50	19.5	18.91581841	NA	NA	NA															
263114488	615106	615106	2015	6	1	160120626	259122383	160120626	NA	1	157	4	169	12	13.800	114	2.89	NA	1.55	-1.34	22.1	35	15.5	21.48719398	NA	2	2															
263114489	615106	615106	2015	6	1	160120626	259122383	160120626	NA	1	157	4	169	12	13.800	29	3.13	NA	8.84	5.71	24.2	49.5	21.5	21.0667806	NA	2	1															
263114490	615106	61524	2015	6	2	160120626	259122383	240150052	NA	2	157	4	169	12	13.800	22	0.94	NA	50.46	49.52	22	36	14	18.86814922	NA	2	2															
263114491	615106	61524	2015	6	2	160120626	259122383	240150052	239160704	2	157	4	169	12	13.800	96	13.61	NA	25.60	11.99	22.2	45	22.25	23.98413009	NA	2	1															
88004715	615126	61528	2015	6	2	260114209	263114177	263114415	263113815	2	158	5	170	12	13.850	112	7.20	NA	30.46	23.26	24.5	58	22.5	18.81266568	NA	1	1															
88004716	615126	615126	2015	6	1	260114209	263114177	260114209	NA	1	158	5	170	12	13.850	35	10.97	NA	24.59	13.62	24.6	56	22.75	19.70173568	NA	2	1															
263114498	615126	61528	2015	6	2	260114209	263114177	263114415	263113815	2	158	5	170	12	13.850	137	4.26	NA	32.54	28.28	25.2	57	22.5	19.14304671	NA	1	1															
263114499	615126	615126	2015	6	1	260114209	263114177	260114209	263114177	1	158	5	170	12	13.850	46	7.65	NA	20.51	12.86	23.4	56	22	19.05222791	NA	1	1															
263114500	615126	61528	2015	6	2	260114209	263114177	263114415	263113815	2	158	5	170	12	13.850	86	10.48	NA	35.00	24.52	25.3	60	23.75	19.19523329	NA	1	1															
																																										
																																										
																																										
																																										
																																										
